target_id,num_prot_tokens,num_lig_atoms,num_resolved_tokens,num_tokens,num_design,UNK_fraction,GLY_fraction,ALA_fraction,CYS_fraction,SER_fraction,PRO_fraction,THR_fraction,VAL_fraction,ILE_fraction,ASN_fraction,ASP_fraction,LEU_fraction,MET_fraction,GLN_fraction,GLU_fraction,LYS_fraction,HIS_fraction,PHE_fraction,ARG_fraction,TYR_fraction,TRP_fraction,loop,helix,sheet,liability_score,liability_num_violations,liability_high_severity_violations,liability_medium_severity_violations,liability_low_severity_violations,liability_AspCleave_count,liability_ProtTryp_count,liability_DPP4_count,liability_HydroPatch_count,liability_AspBridge_count,liability_AspBridge_position,liability_AspBridge_length,liability_AspBridge_severity,liability_AspBridge_num_positions,liability_AspBridge_avg_severity,liability_DPP4_position,liability_DPP4_length,liability_DPP4_severity,liability_DPP4_num_positions,liability_DPP4_avg_severity,liability_ProtTryp_position,liability_ProtTryp_length,liability_ProtTryp_severity,liability_ProtTryp_num_positions,liability_ProtTryp_avg_severity,liability_NTCycl_count,liability_NTCycl_position,liability_NTCycl_length,liability_NTCycl_severity,liability_NTCycl_num_positions,liability_NTCycl_avg_severity,liability_MetOx_count,liability_MetOx_position,liability_MetOx_length,liability_MetOx_severity,liability_MetOx_num_positions,liability_MetOx_avg_severity,liability_TrpOx_count,liability_TrpOx_position,liability_TrpOx_length,liability_TrpOx_severity,liability_TrpOx_num_positions,liability_TrpOx_avg_severity,liability_HydroPatch_position,liability_HydroPatch_length,liability_HydroPatch_severity,liability_HydroPatch_num_positions,liability_HydroPatch_avg_severity,liability_AspCleave_position,liability_AspCleave_length,liability_AspCleave_severity,liability_AspCleave_num_positions,liability_AspCleave_avg_severity,native_rmsd,native_rmsd_bb,native_rmsd_refolded,native_rmsd_bb_refolded,designfolding-bb_rmsd,designfolding-bb_rmsd_design,designfolding-bb_rmsd_target,designfolding-bb_rmsd_design_target,designfolding-bb_target_aligned_rmsd_design,designfolding-bb_rmsd<2.5,designfolding-bb_target_aligned<2.5,designfolding-bb_designability_rmsd_2,designfolding-bb_designability_rmsd_4,designfolding-ligand_iptm,designfolding-interaction_pae,designfolding-min_interaction_pae,designfolding-min_design_to_target_pae,designfolding-iptm,designfolding-ptm,designfolding-protein_iptm,designfolding-design_iptm,designfolding-design_iiptm,designfolding-design_to_target_iptm,designfolding-design_residue_iptm,designfolding-target_ptm,designfolding-design_ptm,designfolding-design_ipsae_min,designfolding-design_to_target_ipsae,designfolding-target_to_design_ipsae,designfolding-complex_plddt,designfolding-complex_iplddt,designfolding-complex_pde,designfolding-complex_ipde,designfolding-min_interaction_pae<1.5,designfolding-min_interaction_pae<2,designfolding-min_interaction_pae<2.5,designfolding-min_interaction_pae<3,designfolding-min_interaction_pae<4,designfolding-min_interaction_pae<5,designfolding-design_ptm>80,designfolding-design_ptm>75,designfolding-design_iptm>80,designfolding-design_iptm>70,designfolding-design_iptm>60,designfolding-design_iptm>50,bb_rmsd,bb_rmsd_design,bb_rmsd_target,bb_rmsd_design_target,bb_target_aligned_rmsd_design,bb_rmsd<2.5,bb_target_aligned<2.5,bb_designability_rmsd_2,bb_designability_rmsd_4,ligand_iptm,interaction_pae,min_interaction_pae,min_design_to_target_pae,iptm,ptm,protein_iptm,design_iptm,design_iiptm,design_to_target_iptm,design_residue_iptm,target_ptm,design_ptm,design_ipsae_min,design_to_target_ipsae,target_to_design_ipsae,complex_plddt,complex_iplddt,complex_pde,complex_ipde,min_interaction_pae<1.5,min_interaction_pae<2,min_interaction_pae<2.5,min_interaction_pae<3,min_interaction_pae<4,min_interaction_pae<5,design_ptm>80,design_ptm>75,design_iptm>80,design_iptm>70,design_iptm>60,design_iptm>50,design_largest_hydrophobic_patch_refolded,design_chain_hydrophobicity,design_hydrophobicity,delta_sasa_refolded,design_sasa_unbound_refolded,design_sasa_bound_refolded,plip_hbonds_refolded,plip_saltbridge_refolded,affinity_pred_value,affinity_probability_binary,affinity_probability_binary2,affinity_pred_value2,affinity_probability_binary1,affinity_pred_value1,affinity_probability_binary1>50,affinity_probability_binary1>75,liability_UnpairedCys_count,liability_UnpairedCys_num_positions,liability_UnpairedCys_avg_severity,liability_UnpairedCys_position,liability_UnpairedCys_length,liability_UnpairedCys_severity
spec,103.60000,37.00000,140.60000,140.60000,103.60000,0.00000,0.07237,0.09340,0.01131,0.03930,0.05237,0.04614,0.10126,0.04215,0.02264,0.04438,0.10375,0.00305,0.00928,0.14220,0.08167,0.01908,0.01953,0.05768,0.03272,0.00571,0.37815,0.35070,0.27115,195.00000,21.00000,18.00000,3.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,21.00000,0.80000,4.00000,0.00000,0.00000,-0.20000,0.40000,2.00000,0.00000,0.00000,-1.00000,0.00000,0.00000,14.60000,10.00000,0.00000,-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00000,0.00000,0.00000,0.40000,1.00000,0.00000,-0.40000,0.20000,2.00000,0.40000,2.00000,8.80000,0.80000,1.00000,2.00000,4.00000,10.60000,0.40000,2.00000,1.40000,6.00000,0.00000,0.00000,0.00000,0.00000,5.27940,5.27940,,,,0.60000,0.00000,0.60000,0.60000,0.00000,0.00000,100000.25000,100000.25000,0.00000,0.61785,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.61785,0.00000,0.00000,0.00000,0.55989,0.55989,1.40514,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.20000,0.20000,0.00000,0.00000,0.00000,0.00000,5.35485,5.35485,,5.35485,,0.40000,0.00000,0.40000,0.60000,0.48678,15.16188,5.54949,5.54949,0.48678,0.55144,0.00000,0.48678,0.48441,0.48678,0.48678,0.74980,0.58447,0.05510,0.05990,0.06683,0.51592,0.40223,1.59843,4.27232,0.00000,0.00000,0.20000,0.20000,0.40000,0.40000,0.00000,0.00000,0.00000,0.00000,0.20000,0.40000,831.37361,48.36826,48.36826,428.38431,742.97629,314.59199,3.20000,0.00000,0.63775,0.55727,0.61334,-0.21576,0.50121,1.49127,0.80000,0.00000,2.00000,3.00000,10.00000,7.00000,1.00000,10.00000
