zincid,smiles,UMAP_1,UMAP_2
ZINCoa00000uktdx,O=C1CC(CC(=O)N[C@H]2CCC[C@H]2NC(=O)C2(F)CC=CC2)=NN1,-3.6033158,1.443728
ZINChn000000I1sQ,CO[C@@H](C)CCNC(=O)c1ncc(Br)cc1O,1.4078492,8.065547
ZINCop000009ceMQ,O=C(O)COCC1CCN(C(=O)c2nc(Br)c3n2CCCC3)CC1,-3.662522,8.26285
ZINCnc00000h0OTS,CC(=O)N1CC[C@@H](C)[C@@H](CNC(=O)CCc2nnc(S)n2C)C1,-2.0719993,0.5085142
ZINCj500000d6Noq,C[C@@H](Cc1nn[nH]n1)NC(=O)[C@]1(C)CCCNC1=O,2.3333251,3.6925495
ZINCmq0000009YN7,C[C@@]1(NC(=O)C23CC(C(=O)O)(C2)C3)CCOc2ccccc21,0.74446124,9.84916
ZINCmn000007ZOPS,Cc1oncc1CNC(=O)c1cc(=O)c2c(O)cccc2o1,0.44947934,5.8888555
ZINCoz00000501Sg,CSCC[C@@H]1SC[C@H](C(=O)O)N1C(=O)COCc1ccccc1Cl,-3.9918146,9.458422
ZINCjf000002QEKI,COC(=O)[C@@H]1COCCN1Cc1cccc(F)c1O,-4.244208,8.499614
ZINCkn00000kGOrt,C[C@H](OC1CCCC1)C(=O)N1C[C@H](F)CC[C@H]1C(=O)O,-3.7035756,9.462134
ZINCj700000kGg4Z,O=C(CS(=O)(=O)C12CC(C1)C2)N[C@@H](CCCl)C(=O)O,13.62755,6.7212024
ZINCox000000RdHj,O=C(O)[C@@H](C(=O)N1CCC[C@H](Cc2cccnc2)C1)C1CCCC1,-4.0286927,8.497311
ZINCin00000kGbDU,Cc1occc1C(=O)NC12CC(CC(=O)O)(C1)C2,1.2285193,10.309551
ZINCnf0000016zbb,COc1ccc(OCC(=O)NC[C@H](C(=O)O)[C@@H]2CCOC2)cc1,0.6116995,9.638443
ZINCnr000005SN5i,CCN(CCCC(=O)O)C(=O)Cc1ccn(-c2ccccc2)n1,-3.5290022,5.9093013
ZINCnu000004GBnp,O=C(NCC=CCN=c1nc(O)c(Br)c[nH]1)[C@@H]1C[C@H]2CCC[C@H]21,0.93612707,7.700436
ZINClE0000036zRp,C[C@@H]1CN(C(=O)Nc2ncc(C(C)(C)C)s2)CC(C)(C)O1,-1.5056528,2.2988207
ZINCmi000001p5Em,CO[C@H](C(=O)O)C(=O)Nc1cccc(N2CCCCC2=O)c1,-2.7645738,9.343946
ZINCo600000riYRg,CCONC(=O)CN1CCC(=O)N(Cc2conc2COC)C1=O,2.1649852,5.758318
ZINCpv000006K4T8,O=C(C[C@@H](O)c1cc(Cl)cc(Cl)c1)NCC[C@@H](C(=O)O)c1cn[nH]c1,0.39367735,7.092928
ZINCns000005QGdE,CO[C@@H]1C[C@@H](C(=O)O)N(Cc2cnn(-c3ccc(Cl)cc3)c2)C1,-4.174735,6.4597416
ZINChc0000093fbl,Cc1nc(=NC(=O)NCC23CC(CO2)C3)o[nH]1,1.2183708,1.7768084
ZINCkE000002fkLs,CCn1nc(C)c(NS(=O)(=O)c2cc(Br)sc2C)c1C,14.228992,2.9758415
ZINCop000009YQje,CC1(C)C[C@H](CO)CN1C(=O)c1nn(-c2ccc(F)cc2)cc1O,-0.8351503,6.1814036
ZINCml000001Tg2g,C[C@@](NS(=O)(=O)[C@H]1CCOC1)(C(=O)O)c1cc(Br)ccc1F,14.374974,6.198933
ZINChb000000f3JN,COCC(=O)NCc1cccc(CC(=O)O)c1,1.4347959,10.307117
ZINCod000009ju5M,O=C(O)C1(NC(=O)[C@H]2C[C@@H](n3cnnc3)C2)CC2(CCOCC2)C1,-3.3673036,5.456013
ZINCp5000003J6yI,Cc1cc(=NCCOCCNC(=O)c2cnncc2O)[nH]c(CO)n1,-0.25608945,7.312692
ZINCm5000008tBFa,CN(CCNC(=O)c1nnc(O)cc1O)C(=O)[C@@H]1CCCS1,-1.379369,6.925357
ZINCoi00000bJUFi,CN(C(=O)c1snc(O)c1Cl)[C@H](CNC(=O)C1=NOCC1)C1CC1,-0.5356597,6.4842157
ZINCkx000004q1aC,O=C(Nc1nnc(-c2ccon2)s1)[C@@H]1CCCC12CC2,0.29691163,2.7516482
ZINCow0000047Mfn,Cc1cc2c[nH]nc2cc1C(=O)N[C@](C)(C(=O)O)c1ccccc1,0.23399222,5.185921
