zincid,smiles,UMAP_1,UMAP_2
ZINCoa00000uktdx,O=C1CC(CC(=O)N[C@H]2CCC[C@H]2NC(=O)C2(F)CC=CC2)=NN1,5.0380177,2.6673925
ZINChn000000I1sQ,CO[C@@H](C)CCNC(=O)c1ncc(Br)cc1O,7.7965813,6.887673
ZINCop000009ceMQ,O=C(O)COCC1CCN(C(=O)c2nc(Br)c3n2CCCC3)CC1,10.685676,7.4259653
ZINCnc00000h0OTS,CC(=O)N1CC[C@@H](C)[C@@H](CNC(=O)CCc2nnc(S)n2C)C1,6.0987825,1.9660467
ZINCj500000d6Noq,C[C@@H](Cc1nn[nH]n1)NC(=O)[C@]1(C)CCCNC1=O,9.481016,3.1937342
ZINCmq0000009YN7,C[C@@]1(NC(=O)C23CC(C(=O)O)(C2)C3)CCOc2ccccc21,6.3000593,7.524341
ZINCmn000007ZOPS,Cc1oncc1CNC(=O)c1cc(=O)c2c(O)cccc2o1,7.975896,5.292615
ZINCoz00000501Sg,CSCC[C@@H]1SC[C@H](C(=O)O)N1C(=O)COCc1ccccc1Cl,10.774546,8.052675
ZINCjf000002QEKI,COC(=O)[C@@H]1COCCN1Cc1cccc(F)c1O,10.88376,8.018933
ZINCkn00000kGOrt,C[C@H](OC1CCCC1)C(=O)N1C[C@H](F)CC[C@H]1C(=O)O,10.618681,8.37827
ZINCj700000kGg4Z,O=C(CS(=O)(=O)C12CC(C1)C2)N[C@@H](CCCl)C(=O)O,-10.642926,13.570487
ZINCox000000RdHj,O=C(O)[C@@H](C(=O)N1CCC[C@H](Cc2cccnc2)C1)C1CCCC1,11.063658,7.620792
ZINCin00000kGbDU,Cc1occc1C(=O)NC12CC(CC(=O)O)(C1)C2,5.954579,7.706288
ZINCnf0000016zbb,COc1ccc(OCC(=O)NC[C@H](C(=O)O)[C@@H]2CCOC2)cc1,6.46787,7.9512663
ZINCnr000005SN5i,CCN(CCCC(=O)O)C(=O)Cc1ccn(-c2ccccc2)n1,11.109585,5.5283103
ZINCnu000004GBnp,O=C(NCC=CCN=c1nc(O)c(Br)c[nH]1)[C@@H]1C[C@H]2CCC[C@H]21,7.9435477,6.722212
ZINClE0000036zRp,C[C@@H]1CN(C(=O)Nc2ncc(C(C)(C)C)s2)CC(C)(C)O1,6.6840243,3.1942136
ZINCmi000001p5Em,CO[C@H](C(=O)O)C(=O)Nc1cccc(N2CCCCC2=O)c1,10.024203,7.823349
ZINCo600000riYRg,CCONC(=O)CN1CCC(=O)N(Cc2conc2COC)C1=O,9.842756,6.107027
ZINCpv000006K4T8,O=C(C[C@@H](O)c1cc(Cl)cc(Cl)c1)NCC[C@@H](C(=O)O)c1cn[nH]c1,8.179249,5.2824903
ZINCns000005QGdE,CO[C@@H]1C[C@@H](C(=O)O)N(Cc2cnn(-c3ccc(Cl)cc3)c2)C1,11.009434,5.701594
ZINChc0000093fbl,Cc1nc(=NC(=O)NCC23CC(CO2)C3)o[nH]1,8.09673,2.038711
ZINCkE000002fkLs,CCn1nc(C)c(NS(=O)(=O)c2cc(Br)sc2C)c1C,-11.032525,11.483434
ZINCop000009YQje,CC1(C)C[C@H](CO)CN1C(=O)c1nn(-c2ccc(F)cc2)cc1O,9.403005,5.6900735
ZINCml000001Tg2g,C[C@@](NS(=O)(=O)[C@H]1CCOC1)(C(=O)O)c1cc(Br)ccc1F,-11.125776,13.2643795
ZINChb000000f3JN,COCC(=O)NCc1cccc(CC(=O)O)c1,6.1645765,7.854213
ZINCod000009ju5M,O=C(O)C1(NC(=O)[C@H]2C[C@@H](n3cnnc3)C2)CC2(CCOCC2)C1,10.985029,5.2691584
ZINCp5000003J6yI,Cc1cc(=NCCOCCNC(=O)c2cnncc2O)[nH]c(CO)n1,8.399734,6.127018
ZINCm5000008tBFa,CN(CCNC(=O)c1nnc(O)cc1O)C(=O)[C@@H]1CCCS1,9.191304,6.0923448
ZINCoi00000bJUFi,CN(C(=O)c1snc(O)c1Cl)[C@H](CNC(=O)C1=NOCC1)C1CC1,8.696277,5.903808
