receptor_id,ligand_id,receptor_design_ligand_id,receptor_design_rank,receptor_design_design_to_target_iptm,receptor_design_min_design_to_target_pae,boltz2_affinity_probability_binary,boltz2_affinity_pred_value
naltrexone_rank31,nitazene,naltrexone_rank31__nitazene,31,0.76169,2.49632,0.3641199966271718,1.303166429201762
naltrexone_rank35,DAMGO,naltrexone_rank35__DAMGO,35,0.7329,2.52972,0.2050043890873591,1.0229951937993367
naltrexone_rank35,morphine,naltrexone_rank35__morphine,35,0.7329,2.52972,0.1822648992141088,1.429302414258321
naltrexone_rank35,naltrexone,naltrexone_rank35__naltrexone,35,0.7329,2.52972,0.2182221661011378,1.0540213584899902
naltrexone_rank35,nitazene,naltrexone_rank35__nitazene,35,0.7329,2.52972,0.37915151317914325,0.8575807611147562
nitazene_rank1,DAMGO,nitazene_rank1__DAMGO,1,0.88244,1.0786,0.13684637658298016,1.236372431119283
nitazene_rank1,morphine,nitazene_rank1__morphine,1,0.88244,1.0786,0.15523594493667284,1.6342718998591106
nitazene_rank1,naltrexone,nitazene_rank1__naltrexone,1,0.88244,1.0786,0.21072927117347717,0.8863285978635153
nitazene_rank1,nitazene,nitazene_rank1__nitazene,1,0.88244,1.0786,0.43019651373227435,1.1831159591674805
nitazene_rank2,DAMGO,nitazene_rank2__DAMGO,2,0.78897,1.78766,0.11139117926359177,1.3660916884740193
nitazene_rank2,morphine,nitazene_rank2__morphine,2,0.78897,1.78766,0.2022039865454038,1.4190925359725952
nitazene_rank2,naltrexone,nitazene_rank2__naltrexone,2,0.78897,1.78766,0.20316517601410547,1.1772584716478984
nitazene_rank2,nitazene,nitazene_rank2__nitazene,2,0.78897,1.78766,0.4662768244743347,0.8257718086242676
nitazene_rank3,DAMGO,nitazene_rank3__DAMGO,3,0.81752,2.14652,0.23114616175492605,1.1706124544143677
nitazene_rank3,morphine,nitazene_rank3__morphine,3,0.81752,2.14652,0.23626956343650818,1.1314502954483032
nitazene_rank3,naltrexone,nitazene_rank3__naltrexone,3,0.81752,2.14652,0.3096779336531957,0.6408206423123678
nitazene_rank3,nitazene,nitazene_rank3__nitazene,3,0.81752,2.14652,0.5412943263848623,1.0404528379440308
nitazene_rank4,DAMGO,nitazene_rank4__DAMGO,4,0.78868,1.59908,0.19271273910999298,1.5394230286280315
nitazene_rank4,morphine,nitazene_rank4__morphine,4,0.78868,1.59908,0.14848955969015756,1.6242629289627075
nitazene_rank4,naltrexone,nitazene_rank4__naltrexone,4,0.78868,1.59908,0.16024640202522278,1.0346103707949321
nitazene_rank4,nitazene,nitazene_rank4__nitazene,4,0.78868,1.59908,0.20165906846523285,0.9982239206631979
nitazene_rank5,DAMGO,nitazene_rank5__DAMGO,5,0.83232,1.29904,0.17910899221897125,1.415617823600769
nitazene_rank5,morphine,nitazene_rank5__morphine,5,0.83232,1.29904,0.14445812006791434,1.8324084281921387
nitazene_rank5,naltrexone,nitazene_rank5__naltrexone,5,0.83232,1.29904,0.16165418922901154,1.2047781745592754
nitazene_rank5,nitazene,nitazene_rank5__nitazene,5,0.83232,1.29904,0.2137551854054133,1.1750879685084026
nitazene_rank6,DAMGO,nitazene_rank6__DAMGO,6,0.78129,1.78795,0.17622141540050507,1.5146139860153198
nitazene_rank6,morphine,nitazene_rank6__morphine,6,0.78129,1.78795,0.14842845251162848,1.5064157247543335
nitazene_rank6,naltrexone,nitazene_rank6__naltrexone,6,0.78129,1.78795,0.14731664955615997,0.9869435032208761
nitazene_rank6,nitazene,nitazene_rank6__nitazene,6,0.78129,1.78795,0.2188183218240738,0.9556969205538431
nitazene_rank7,DAMGO,nitazene_rank7__DAMGO,7,0.73774,1.80396,0.33243996898333233,2.0123453934987388
nitazene_rank7,morphine,nitazene_rank7__morphine,7,0.73774,1.80396,0.2658223162094752,1.9751491943995159
nitazene_rank7,naltrexone,nitazene_rank7__naltrexone,7,0.73774,1.80396,0.31850283841292065,1.406046748161316
nitazene_rank7,nitazene,nitazene_rank7__nitazene,7,0.73774,1.80396,0.29302752017974854,1.127535382906596
nitazene_rank8,DAMGO,nitazene_rank8__DAMGO,8,0.78649,1.77222,0.18618696928024292,1.5141115585962932
nitazene_rank8,morphine,nitazene_rank8__morphine,8,0.78649,1.77222,0.15195235858360925,1.5382307767868042
nitazene_rank8,naltrexone,nitazene_rank8__naltrexone,8,0.78649,1.77222,0.1653450479110082,0.9763018091519674
nitazene_rank8,nitazene,nitazene_rank8__nitazene,8,0.78649,1.77222,0.1984134167432785,0.9831841985384623
nitazene_rank9,DAMGO,nitazene_rank9__DAMGO,9,0.75399,2.15096,0.15229849268992743,1.3865037361780803
nitazene_rank9,morphine,nitazene_rank9__morphine,9,0.75399,2.15096,0.16591274489959082,1.719266653060913
nitazene_rank9,naltrexone,nitazene_rank9__naltrexone,9,0.75399,2.15096,0.2186945080757141,0.7227775851885477
nitazene_rank9,nitazene,nitazene_rank9__nitazene,9,0.75399,2.15096,0.25187266369660694,0.9245893955230713
nitazene_rank10,DAMGO,nitazene_rank10__DAMGO,10,0.7687,2.1643,0.10822870085636775,1.2303695678710938
nitazene_rank10,morphine,nitazene_rank10__morphine,10,0.7687,2.1643,0.1789902299642563,1.4258490006128948
nitazene_rank10,naltrexone,nitazene_rank10__naltrexone,10,0.7687,2.1643,0.0842311770344774,1.34095432360967
nitazene_rank10,nitazene,nitazene_rank10__nitazene,10,0.7687,2.1643,0.7443824410438538,-0.062466710805892944
nitazene_rank11,DAMGO,nitazene_rank11__DAMGO,11,0.73921,2.24663,0.10670487706859906,1.2428919871648152
nitazene_rank11,morphine,nitazene_rank11__morphine,11,0.73921,2.24663,0.2068351854880651,1.5833772420883179
nitazene_rank11,naltrexone,nitazene_rank11__naltrexone,11,0.73921,2.24663,0.127536711593469,1.0766005317370098
nitazene_rank11,nitazene,nitazene_rank11__nitazene,11,0.73921,2.24663,0.3435916304588318,0.35085142652193707
nitazene_rank12,DAMGO,nitazene_rank12__DAMGO,12,0.77402,2.26468,0.1604276125629743,0.7496322989463806
nitazene_rank12,morphine,nitazene_rank12__morphine,12,0.77402,2.26468,0.20239626119534174,1.015694518884023
nitazene_rank12,naltrexone,nitazene_rank12__naltrexone,12,0.77402,2.26468,0.2562580754359563,0.6317446430524191
nitazene_rank12,nitazene,nitazene_rank12__nitazene,12,0.77402,2.26468,0.5340561171372732,0.3031730155150096
nitazene_rank13,DAMGO,nitazene_rank13__DAMGO,13,0.79934,2.2721,0.18010279536247253,0.594194769859314
nitazene_rank13,morphine,nitazene_rank13__morphine,13,0.79934,2.2721,0.21586446215709051,1.238473614056905
nitazene_rank13,naltrexone,nitazene_rank13__naltrexone,13,0.79934,2.2721,0.2569044480721156,0.439121554295222
nitazene_rank13,nitazene,nitazene_rank13__nitazene,13,0.79934,2.2721,0.4855439364910126,0.526120642820994
nitazene_rank14,DAMGO,nitazene_rank14__DAMGO,14,0.76755,1.95615,0.15665271878242493,1.2897720336914062
nitazene_rank14,morphine,nitazene_rank14__morphine,14,0.76755,1.95615,0.22632690767447153,1.5864289999008179
nitazene_rank14,naltrexone,nitazene_rank14__naltrexone,14,0.76755,1.95615,0.22839326163132986,1.141165296236674
nitazene_rank14,nitazene,nitazene_rank14__nitazene,14,0.76755,1.95615,0.4846758246421814,0.8322562078634897
nitazene_rank15,DAMGO,nitazene_rank15__DAMGO,15,0.74211,1.88721,0.15100319931904474,1.407335877418518
nitazene_rank15,morphine,nitazene_rank15__morphine,15,0.74211,1.88721,0.21873646477858225,1.626992662747701
nitazene_rank15,naltrexone,nitazene_rank15__naltrexone,15,0.74211,1.88721,0.18107981607317924,1.3716402053833008
nitazene_rank15,nitazene,nitazene_rank15__nitazene,15,0.74211,1.88721,0.5709902743498484,0.8751145005226135
nitazene_rank16,DAMGO,nitazene_rank16__DAMGO,16,0.78021,1.8389,0.1711265742778778,1.3228461345036824
nitazene_rank16,morphine,nitazene_rank16__morphine,16,0.78021,1.8389,0.15926404545704523,1.5879896879196167
nitazene_rank16,naltrexone,nitazene_rank16__naltrexone,16,0.78021,1.8389,0.15135825922091803,0.9743356903394064
nitazene_rank16,nitazene,nitazene_rank16__nitazene,16,0.78021,1.8389,0.18748059372107187,1.0542375048001607
nitazene_rank17,DAMGO,nitazene_rank17__DAMGO,17,0.84458,1.95783,0.09829733024040858,1.139070987701416
nitazene_rank17,morphine,nitazene_rank17__morphine,17,0.84458,1.95783,0.24436162412166595,1.1376285751660664
nitazene_rank17,naltrexone,nitazene_rank17__naltrexone,17,0.84458,1.95783,0.3219627191623052,0.7964170177777609
nitazene_rank17,nitazene,nitazene_rank17__nitazene,17,0.84458,1.95783,0.5060508747895559,0.8074814081192017
nitazene_rank18,DAMGO,nitazene_rank18__DAMGO,18,0.84215,1.47591,0.16513226677974066,0.7593585054079691
nitazene_rank18,morphine,nitazene_rank18__morphine,18,0.84215,1.47591,0.3025350570678711,0.5261090993881226
nitazene_rank18,naltrexone,nitazene_rank18__naltrexone,18,0.84215,1.47591,0.2629377196232478,0.4808135690788428
nitazene_rank18,nitazene,nitazene_rank18__nitazene,18,0.84215,1.47591,0.6570210655530294,0.04546161741018295
nitazene_rank19,DAMGO,nitazene_rank19__DAMGO,19,0.82934,1.80204,0.13307678699493408,0.8441514273484548
nitazene_rank19,morphine,nitazene_rank19__morphine,19,0.82934,1.80204,0.17015250027179718,1.4510485927263896
nitazene_rank19,naltrexone,nitazene_rank19__naltrexone,19,0.82934,1.80204,0.16927011559406915,0.8418889045715332
nitazene_rank19,nitazene,nitazene_rank19__nitazene,19,0.82934,1.80204,0.5259179969628652,0.488268107175827
nitazene_rank20,DAMGO,nitazene_rank20__DAMGO,20,0.8282,1.91485,0.17054316649834314,1.3793625434239705
nitazene_rank20,morphine,nitazene_rank20__morphine,20,0.8282,1.91485,0.18914645910263062,1.4459430774052937
nitazene_rank20,naltrexone,nitazene_rank20__naltrexone,20,0.8282,1.91485,0.198932354648908,0.6753095587094625
nitazene_rank20,nitazene,nitazene_rank20__nitazene,20,0.8282,1.91485,0.597192386786143,0.8143968383471171
nitazene_rank25,DAMGO,nitazene_rank25__DAMGO,25,0.79721,2.0336,0.10729046165943146,1.3003281354904175
nitazene_rank25,morphine,nitazene_rank25__morphine,25,0.79721,2.0336,0.19943338135878244,1.4896681706110637
nitazene_rank25,naltrexone,nitazene_rank25__naltrexone,25,0.79721,2.0336,0.10422129680713017,1.0903749863306682
nitazene_rank25,nitazene,nitazene_rank25__nitazene,25,0.79721,2.0336,0.4425557255744934,0.2070037672917048
nitazene_rank27,DAMGO,nitazene_rank27__DAMGO,27,0.79566,2.25725,0.15711435923973718,1.5727238655090332
nitazene_rank27,morphine,nitazene_rank27__morphine,27,0.79566,2.25725,0.21132042507330576,1.228026290734609
nitazene_rank27,naltrexone,nitazene_rank27__naltrexone,27,0.79566,2.25725,0.19101228813330332,0.8760755062103271
nitazene_rank27,nitazene,nitazene_rank27__nitazene,27,0.79566,2.25725,0.5376553038756052,0.37673963109652203
nitazene_rank30,DAMGO,nitazene_rank30__DAMGO,30,0.78884,2.14522,0.18118566771348318,1.4270193179448445
nitazene_rank30,morphine,nitazene_rank30__morphine,30,0.78884,2.14522,0.21957062184810638,1.3624790906906128
nitazene_rank30,naltrexone,nitazene_rank30__naltrexone,30,0.78884,2.14522,0.16912386318047842,1.4536119500796
nitazene_rank30,nitazene,nitazene_rank30__nitazene,30,0.78884,2.14522,0.5132213731606802,0.9534638921419779
nitazene_rank32,DAMGO,nitazene_rank32__DAMGO,32,0.78679,1.62784,0.13909999032815298,1.6699485381444295
nitazene_rank32,morphine,nitazene_rank32__morphine,32,0.78679,1.62784,0.2009840781490008,1.6008443435033162
nitazene_rank32,naltrexone,nitazene_rank32__naltrexone,32,0.78679,1.62784,0.31922009587287903,0.7579221526781718
nitazene_rank32,nitazene,nitazene_rank32__nitazene,32,0.78679,1.62784,0.5930244227250417,0.5167437096436819
nitazene_rank33,DAMGO,nitazene_rank33__DAMGO,33,0.78675,2.02856,0.12223078558842342,0.9971107939879099
nitazene_rank33,morphine,nitazene_rank33__morphine,33,0.78675,2.02856,0.27688222626845044,1.0139161149660747
nitazene_rank33,naltrexone,nitazene_rank33__naltrexone,33,0.78675,2.02856,0.24477231750885645,0.7039942642052969
nitazene_rank33,nitazene,nitazene_rank33__nitazene,33,0.78675,2.02856,0.458497812350591,0.730627715587616
nitazene_rank35,DAMGO,nitazene_rank35__DAMGO,35,0.78423,2.32054,0.16175688554843268,1.2622253894805908
nitazene_rank35,morphine,nitazene_rank35__morphine,35,0.78423,2.32054,0.14936469246943793,1.1476553479830425
nitazene_rank35,naltrexone,nitazene_rank35__naltrexone,35,0.78423,2.32054,0.24161233007907867,0.771621823310852
nitazene_rank35,nitazene,nitazene_rank35__nitazene,35,0.78423,2.32054,0.49735382199287415,1.1267257928848267
nitazene_rank36,DAMGO,nitazene_rank36__DAMGO,36,0.782,2.03667,0.12078653027613957,1.3259452382723491
nitazene_rank36,morphine,nitazene_rank36__morphine,36,0.782,2.03667,0.14145816614230475,1.8918829361597698
nitazene_rank36,naltrexone,nitazene_rank36__naltrexone,36,0.782,2.03667,0.16827221463123956,1.2455615997314453
nitazene_rank36,nitazene,nitazene_rank36__nitazene,36,0.782,2.03667,0.5457305212815603,0.7509266138076782
nitazene_rank37,DAMGO,nitazene_rank37__DAMGO,37,0.78145,1.91507,0.1293973575035731,1.7866812944412231
nitazene_rank37,morphine,nitazene_rank37__morphine,37,0.78145,1.91507,0.25081490973631543,1.4183664321899414
nitazene_rank37,naltrexone,nitazene_rank37__naltrexone,37,0.78145,1.91507,0.2670590927203496,0.8883092403411865
nitazene_rank37,nitazene,nitazene_rank37__nitazene,37,0.78145,1.91507,0.47642528017361957,0.8113027215003967
nitazene_rank40,DAMGO,nitazene_rank40__DAMGO,40,0.7703,1.64227,0.15222123513619104,0.7179595033327738
nitazene_rank40,morphine,nitazene_rank40__morphine,40,0.7703,1.64227,0.19709418714046478,0.9518643418947855
nitazene_rank40,naltrexone,nitazene_rank40__naltrexone,40,0.7703,1.64227,0.27113261818885803,0.2679986668129762
nitazene_rank40,nitazene,nitazene_rank40__nitazene,40,0.7703,1.64227,0.5647930006186167,0.7748360832532247
nitazene_rank41,DAMGO,nitazene_rank41__DAMGO,41,0.77027,2.25092,0.15411213040351868,1.7053714195887248
nitazene_rank41,morphine,nitazene_rank41__morphine,41,0.77027,2.25092,0.24644485612710318,1.9699085156122844
nitazene_rank41,naltrexone,nitazene_rank41__naltrexone,41,0.77027,2.25092,0.23161729673544565,1.5041958888371785
nitazene_rank41,nitazene,nitazene_rank41__nitazene,41,0.77027,2.25092,0.4419710139433543,0.9139912724494934
