SMILES,Visits,Score,Q_Value,Depth
CC1=CC(=O)C(=Cc2cc(F)c(C(O)c3c(F)cc(S(=O)(=O)Nc4cc(F)c(N)c(Cl)c4)cc3F)cc2F)CC1,0,9.26,0.0,26
Cc1c(F)ccc(NS(=O)(=O)c2cccc(C(F)(F)F)c2C2(O)CCCCCCCCC2)c1N,1,9.259999999999998,8.615,20
CC1CC(=O)C(=Cc2cccc(S(=O)(=O)Nc3cc(F)c(F)cc3N)c2)C(C)C1,0,9.25,0.0,25
Cc1cc(F)c(O)c(NS(=O)(=O)c2cc(C3(O)CCC(=O)C(=Cc4cccc(O)c4)C3)ccc2O)c1F,1,9.25,8.826333333333334,19
CC1=C(O)C(=O)C(=Cc2cccc(S(=O)(=O)Nc3cc(F)c(C(F)(F)F)cc3Br)c2)C1,1,9.249999999999998,8.819666666666667,19
Nc1cc(C(F)(F)F)ccc1NS(=O)(=O)c1cccc(C2(O)CCCCCCCCC2)c1F,3,9.249999999999998,8.615,21
CC1=CCCC(=Cc2cc(C)c(Nc3cc(Oc4cc(F)c(N)cc4Cl)c(F)cc3F)c(C)c2)C1=O,1,9.249999999999998,8.164827586206897,23
Cc1ccc(C2CCC(=O)C(=Cc3cc(O)cc(Cl)c3)C2)cc1S(=O)(=O)N(C)c1cc(F)c(F)cc1Cl,1,9.240000000000002,8.826333333333334,25
CC1CC(O)(c2c(F)ccc(N(C)S(=O)(=O)c3c(F)ccc(Br)c3F)c2F)CC(C)O1,1,9.240000000000002,8.449310344827586,24
Cc1cc(C=C2CCC(Cl)=CC2=O)cc(C)c1Nc1cc(F)c(F)c(F)c1F,1,9.240000000000002,8.87,24
CC1=CC(O)(c2cc(C)c(S(=O)(=O)Nc3cc(C(F)(F)F)c(C)cc3O)c(C)c2)CC1,1,9.24,8.264999999999999,23
CC1=CC(=O)C(=Cc2cccc(S(=O)(=O)Nc3c(F)cc(F)c(O)c3F)c2)C1,1,9.24,8.87,19
Cc1cc(F)c(NS(=O)(=O)c2ccc(F)c(C=C3C(=O)C[C@@H](C)[C@@H]3C)c2)cc1F,1,9.24,7.789310344827587,27
NC1=CC(=O)C(=Cc2ccc(F)c(S(=O)(=O)Nc3c(F)c(F)cc(F)c3F)c2)CC1,1,9.239999999999998,8.616666666666669,24
Cc1cc(N)c(NS(=O)(=O)c2cc(C=C3C(=O)CCCC[C@H]3C)ccc2Cl)cc1C(F)(F)F,30,9.23,8.284666666666674,17
CC1=CC(=O)C(=Cc2cccc(S(=O)(=O)Nc3ccc(F)cc3F)c2)CC1,2,9.23,8.708214285714288,28
Cc1cc(C2(O)CCCCCCCCC2)c(C)c(S(=O)(=O)Nc2cc(C(F)F)c(Br)c(C(F)F)c2)c1Cl,1,9.23,8.453333333333331,25
Cc1cc(NS(=O)(=O)c2c(C)c(C3(O)CCCCCCCC3)cc(C)c2Cl)c(N)cc1C(F)(F)F,1,9.23,8.453333333333331,22
CC1CC=CC(Nc2cccc(S(=O)(=O)N(c3ccccc3)S(=O)(=O)c3cc(C(F)(F)F)ccc3F)c2)C1,1,9.23,8.126333333333333,24
CC1=C(c2c(F)cc(NS(=O)(=O)c3cccc(F)c3)cc2F)CC(=O)CC1,1,9.23,8.708214285714288,28
CC=C1CCC(O)(c2cc(Cl)c(S(=O)(=O)Nc3c(C)c(C(F)(F)F)cc(C(F)(F)F)c3C)c(Cl)c2)CC1,1,9.23,8.264999999999999,24
